"GEOID10","OBAMA_SHAR","NEAR_DIST"
"1701700410",0.5209713024,7668.81473661
"1701700301",0.7218934911,1930.38687733
"1701700302",0.5620437956,1131.91845764
"1701700303",0.7212121212,181.396609363
"1701700306",0.5906040268,464.881166962
"1701700304",0.5779816514,404.930618647
"1701700305",0.484375,589.573467979
"1701700307",0.4844720497,4197.06616189
"17019MH03",0.4684343434,1300.82473285
"17019SJ01",0.320754717,2267.80014196
"17019OG01",0.3639705882,405.021323596
"17019SJ02",0.3853630646,1631.83234669
"17019ST01",0.1978417266,7077.37489084
"17019TL01",0.4435665914,89.8755139267
"17019RT02",0.5747303544,520.336111701
"17019RT06",0.6334841629,2085.04659142
"17019RT05",0.5204819277,761.679474624
"17019SH01",0.360931436,1289.0721539
"17019AY01",0.3616071429,2371.06418775
"17019RY01",0.3908629442,3586.42341929
"17019SY01",0.4143337066,187.90187858
"17019BL01",0.2866666667,1226.76458975
"17019BF01",0.3281027104,5720.50722478
"17019EB01",0.2486187845,11169.9184637
"17019NC01",0.3921568627,6597.23609285
"17019CU01",0.9544419134,784.624121371
"17019CC01",0.9910581222,287.719545347
"17019CC06",0.7936681223,931.457892935
"17019UR03",0.5736235595,1735.65923172
"17019CC02",0.8661971831,544.206398341
"17019CU02",0.871040724,451.539216144
"17019CU03",0.8502772643,992.603874512
"17019CC03",0.7630573248,853.024244349
"17019CC04",0.7003405221,907.831584133
"17019CU04",0.8926905132,1507.14561933
"17019UR01",0.605015674,1416.49174211
"17019CC05",0.7547307132,836.375638827
"17019CC08",0.7647975078,370.971792194
"17019CU05",0.862745098,1773.00649176
"17019CC09",0.843980344,141.571363119
"17019HS01",0.4555765595,4231.33388136
"17019SM01",0.4065708419,2531.24868434
"17019CC11",0.8057366362,436.737332051
"17019CC10",0.8474576271,187.844531547
"17019CC07",0.8444747613,280.092805303
"17019CT05",0.5375,1102.83396718
"17019CT06",0.5391539154,424.441476171
"17019CC18",0.5709001233,84.6778112165
"17019CT01",0.6212121212,764.475900302
"17019CC17",0.6547291093,1615.48680816
"17019CC19",0.7059659091,366.34285521
"17019CC25",0.6421663443,304.692915075
"17019CT04",0.510989011,3526.37255149
"17019CC12",0.7680250784,637.634362963
"17019CC14",0.7683168317,278.438826589
"17019CC13",0.7997870075,812.476441703
"17019CC21",0.6883910387,1183.24120564
"17019CC15",0.6621823617,563.95604896
"17019CC16",0.5597014925,748.828235607
"17019CC24",0.5866873065,1640.53281852
"17019CT02",0.4329205366,1333.83362544
"17019CC34",0.5744400527,1602.42935529
"17019CC20",0.673671199,1281.77570582
"17019CC26",0.6727272727,995.428233229
"17019CC27",0.5696465696,1831.41111866
"17019CC22",0.5887096774,1398.18722274
"17019CC23",0.5792079208,1365.67354263
"17019CC29",0.5934664247,2480.59464067
"17019CC30",0.7566433566,314.068289078
"17019CC28",0.6,2068.06264816
"17019CC31",0.7076677316,1435.68495483
"17019CC37",0.6137770898,742.869940521
"17019CC32",0.5187637969,2481.14538969
"17019CC36",0.5795601552,2128.24807352
"17019CC33",0.5714285714,2701.45932676
"17019CC38",0.52745219,3374.35998296
"17019CC35",0.6223300971,1058.32172648
"17019CD01",0.2517241379,9011.55732345
"17019RT01",0.4227642276,2616.57679118
"17019RT04",0.3942307692,2272.9760709
"17019SD01",0.3754152824,3767.81447199
"17019CF01",0.4172661871,5993.23179562
"17019SI01",0.5495049505,2853.58722602
"17019SS01",0.4060913706,1015.30970104
"17019SB01",0.3745704467,1287.78753947
"17019TL02",0.5509838998,3332.18712889
"17019TL03",0.3632653061,1556.55271534
"17019HW01",0.3366666667,4443.41337356
"17019CG01",0.2943143813,4223.43054394
"17019KR01",0.2988505747,6485.28751534
"17019OG02",0.2482993197,128.570378974
"17019CP01",0.4,2166.13810645
"17019CR01",0.372972973,4991.48505536
"17019PS01",0.3654266958,1675.95816608
"17019PL01",0.3971291866,891.303016979
"17019CT03",0.4872159091,2366.37311855
"17019CT07",0.5609137056,285.619450448
"17019CU08",0.866751269,628.071600658
"17019CU09",0.8339622642,1356.73730863
"17019CU11",0.8432432432,1913.77698046
"17019CU07",0.8957055215,125.069783783
"17019CU06",0.8114754098,753.302042676
"17019CU17",0.6742081448,1822.14573846
"17019CU12",0.8230088496,504.840283494
"17019CU10",0.8937875752,1366.67400181
"17019CU13",0.7526690391,1032.89564019
"17019CU14",0.7217630854,2383.70024766
"17019CU15",0.6841046278,1693.1096039
"17019CU16",0.7349726776,613.390023252
"17019CU18",0.6352765321,176.379293426
"17019CU21",0.7767548907,588.436476677
"17019CU22",0.7196078431,1246.54731664
"17019CU23",0.6186887717,607.332016145
"17019CU19",0.7210084034,782.739926803
"17019UR02",0.4974619289,2054.86513944
"17019UR04",0.5480649189,1174.60819723
"17019CU20",0.5892857143,217.061736217
"17019LL01",0.4101694915,3308.28240003
"17019LL02",0.4230769231,2824.24147183
"17019LL03",0.5504978663,1085.08380005
"17019RT03",0.4803312629,7.1843449152
"17019MH02",0.3710174717,2010.22854662
"17019MH01",0.3804034582,840.904545582
"17019MH05",0.343220339,1967.18974987
"17019MH04",0.3658362989,1709.50769211
"17021PR01",0.4016736402,4753.868635
"17021AP01",0.4746621622,2580.12263579
"17021PN05",0.4657980456,1452.60516588
"17021PN04",0.5855421687,2772.99152514
"17021LT01",0.4523076923,10976.1070895
"17021MA01",0.4313929314,4782.19548186
"17021SF01",0.5917431193,431.942540387
"17021BC01",0.4391143911,2568.52668795
"17021JN01",0.3315508021,4418.3539507
"17021RK01",0.4448217317,4169.21601387
"17021KN01",0.3620689655,4405.85424059
"17021MT01",0.408997955,12752.7705211
"17021BH01",0.4195402299,9436.9781347
"17021ST01",0.4756335283,1374.01755984
"17021TL02",0.5052447552,2005.00629344
"17021TL04",0.5035714286,2144.34848639
"17021RM01",0.3463687151,2648.54161969
"17021GR01",0.3148148148,8880.13497468
"17021TL05",0.4703791469,1367.06299794
"17021TL07",0.4922779923,855.959925878
"17021TL08",0.4315619968,1924.7964404
"17021SF02",0.5298013245,1039.67866114
"17021TL01",0.5080500894,554.644938604
"17021MQ01",0.3469387755,8782.79129935
"17021PN02",0.4743875278,2267.55690982
"17021PN01",0.4966887417,505.454631885
"17021PN03",0.5255905512,2075.46435882
"17021TL06",0.4828150573,841.438000645
"17021TL03",0.4471947195,3195.73812841
"17021SF03",0.48,3684.97737913
"1702309002",0.4440894569,4462.58878219
"1702301001",0.5130434783,8044.41265727
"1702302001",0.5155279503,749.407319962
"1702308004",0.5734989648,2944.34471899
"1702308003",0.6153846154,3542.80865642
"1702304001",0.4887640449,11939.9911476
"1702310001",0.347107438,16766.5278346
"1702305001",0.4137931034,9303.7018534
"1702308002",0.5174337517,1794.839655
"1702309001",0.4391752577,3024.69542455
"1702303002",0.4048257373,1475.89214655
"1702303001",0.3457189015,1869.38953876
"1702312001",0.3596491228,8624.64881824
"1702303004",0.30859375,2736.13941202
"1702303003",0.4984802432,1931.47847133
"1702307001",0.3169398907,9412.01825596
"1702313002",0.507751938,6994.97236474
"1702315001",0.4697508897,18829.4058257
"1702306001",0.44,4567.09746156
"1702313001",0.5110410095,283.651774681
"1702308001",0.495049505,2716.36150623
"1702311001",0.380952381,12549.2198275
"1702314001",0.4042553191,9498.33287343
"17025HRT1",0.4074074074,486.55709795
"17025HRT3",0.4106280193,50.1114355341
"17025HRT5",0.3446601942,4282.19889733
"17025HRT4",0.4122340426,317.198049345
"17025HRT6",0.385786802,2838.87258958
"17025SON1",0.3057324841,4364.47360208
"17025XEN1",0.3454545455,610.530105983
"17025HRT7",0.4505494505,590.651448161
"17025LOU1",0.343832021,2167.73332633
"17025OSK1",0.3246753247,3677.36262846
"17025BBG1",0.4060913706,13252.3246831
"17025PLX2",0.44,12634.6546366
"17025HOS1",0.3459459459,7912.06392388
"17025BLA1",0.3103448276,7871.89517952
"17025LOU2",0.3316708229,1231.65282378
"17025LKB1",0.4444444444,355.637494365
"17025LKB2",0.3962264151,811.903860302
"17025STA1",0.3625,1547.71616981
"17025CLA1",0.4501278772,607.528096081
"17025CLA2",0.364640884,3061.27398858
"17025PLX1",0.4601769912,7753.95180239
"17025HRT2",0.3981042654,1591.83630382
"1702710001",0.3571428571,131.151586872
"1702709001",0.4275618375,1039.0468619
"1702706002",0.463028169,2217.62811243
"1702705001",0.3590814196,2481.80060306
"1702711004",0.3790446841,1113.27686213
"1702705003",0.3858998145,1469.68972039
"1702705002",0.4390547264,3140.3023034
"1702705004",0.4298642534,3286.83484977
"1702711006",0.3643067847,2220.91249261
"1702711001",0.3872340426,2231.30588037
"1702706001",0.5523156089,333.285149435
"1702712001",0.4061135371,3246.17983408
"1702712002",0.395465995,2629.7182981
"1702706003",0.4537157758,3060.61832105
"1702707001",0.5042979943,2606.91767085
"1702708004",0.589673913,225.913809963
"1702708001",0.4872727273,2284.11339739
"1702707002",0.5967078189,2255.37257131
"1702713001",0.3964401295,867.578442781
"1702708003",0.5,2304.8105735
"1702714001",0.4164383562,313.441522422
"1702715002",0.5615763547,160.652270737
"1702715005",0.5284552846,426.150683103
"1702715001",0.4848484848,779.763365672
"1702711002",0.4718309859,1410.50700971
"1702711005",0.3685636856,3863.87798209
"1702711003",0.4821428571,811.514707555
"1702714002",0.4444444444,180.26494457
"1702715004",0.4299674267,353.86846551
"1702715003",0.6454183267,841.715628537
"1702705005",0.4589178357,2287.51072527
"1702702001",0.44921875,10000.4004806
"1702704001",0.4537037037,2358.68973555
"1702703001",0.5558823529,3308.40209773
"1702703002",0.4043715847,7886.86922863
"1702708002",0.5253940455,2652.16378532
"1702706004",0.4546703297,2829.85985895
"1702701001",0.3865384615,8452.01747705
"1702701002",0.4293785311,7683.5166098
"17029MG01",0.4666666667,682.180811663
"17029AS01",0.34870317,348.420424711
"17029EO01",0.3991163476,2141.13437306
"17029HT01",0.3886554622,9858.82200013
"17029CH13",0.5378947368,3534.37739821
"17029CH03",0.4796905222,2199.50911955
"17029CH04",0.6255144033,617.573564949
"17029CH10",0.556043956,1358.6215846
"17029CH01",0.6472945892,1110.23675012
"17029CH12",0.5601023018,705.647369563
"17029CH06",0.6238738739,704.690559285
"17029CH02",0.5838926175,1072.20188905
"17029CH16",0.8340707965,1969.02878055
"17029CH14",0.6528189911,2047.85000202
"17029SH01",0.3439490446,1937.30739376
"17029CH08",0.4862155388,539.281942925
"17029CH11",0.5108695652,1312.17562467
"17029CH19",0.4521354934,486.116729661
"17029LY03",0.5138539043,1187.53351978
"17029CH15",0.597826087,2116.77544025
"17029CH18",0.5376827897,4189.75910928
"17029CH17",0.7572413793,2552.76125192
"17029PG01",0.3980582524,2597.35301137
"17029LY02",0.3826266805,2463.47337931
"17029HB01",0.52,1933.20155112
"17029NO01",0.4126984127,7061.24768213
"17029LY01",0.5012224939,306.077215891
"17029MT23",0.4750542299,1619.76830736
"17029MT22",0.5702647658,654.520228288
"17029LY04",0.4114114114,1340.79896874
"17029MT72",0.5514563107,223.235590031
"17029MT21",0.5476190476,412.000885951
"17029MT33",0.5229885057,855.798702012
"17029MT31",0.5717344754,98.560253077
"17029MT71",0.5943152455,190.18470789
"17029PD01",0.5180505415,126.067980419
"17029MT51",0.5774647887,38.5847208667
"17029MT42",0.4746192893,456.984806601
"17029MT82",0.4288194444,1463.45825742
"17029MT43",0.5432432432,284.528147942
"17029MT52",0.5447619048,465.741351386
"17029MT81",0.4126637555,580.219231523
"17029MT62",0.5170603675,1143.80801028
"17029MT63",0.4989339019,1014.61743781
"1703193017",0.5421686747,6154.47309098
"1703193021",0.6222664016,2896.18639638
"1703193018",0.5893719807,2817.92528227
"1703193055",0.5911413969,2208.15675958
"1703193024",0.623100304,2230.51221629
"1703195078",0.6887755102,1119.21047207
"1703195079",0.8319502075,1188.24276407
"1703195013",0.7020547945,1218.63287669
"1703195058",0.8292682927,786.429449229
"1703195160",0.8789237668,939.36218743
"1703195061",0.8525641026,746.924900726
"1703195056",0.953271028,67.6585727553
"1703196093",0.6898954704,686.943110863
"1703196001",0.6453576865,1563.54462062
"1703196002",0.4963235294,2196.60052752
"1703196110",0.5557251908,2740.42003081
"1703196040",0.5290215589,2023.99000452
"1703196044",0.6117647059,366.222726825
"1703196003",0.5322195704,497.097631881
"1703197081",0.4835820896,1759.76056484
"1703197007",0.366255144,2264.02290487
"1703197078",0.5352839931,1481.80639293
"1703197104",0.3684210526,2986.13829734
"1703197008",0.8408163265,263.494216921
"1703197119",0.662817552,267.044936511
"1703199203",0.6848484848,1155.46125495
"1703199204",0.7836990596,642.946587702
"1703199205",0.79,1206.67198732
"1703199207",0.7789115646,322.303771285
"1703199404",0.7525252525,844.31903386
"1703199301",0.7256097561,706.922768379
"1703199304",0.7788161994,297.137534721
"1703199305",0.7236467236,211.860034367
"1703199303",0.6571428571,209.545418852
"1703199706",0.82,1192.43711773
"1703179059",0.9931972789,132.529538796
"1703179064",0.9926199262,269.831714517
"1703179084",0.5958188153,406.028634586
"1703179034",0.625,1394.66986895
"1703179095",0.5872093023,524.849918678
"1703179036",0.3739130435,2783.65228359
"1703179081",0.4409090909,3521.64044703
"1703179053",0.5060422961,946.544405848
"1703180072",0.5977011494,2411.83657185
"1703180068",0.6414342629,757.232129513
"1703180102",0.785488959,329.130212784
"1703180035",0.7213483146,177.747639242
"1703180093",0.50390625,969.02655137
"1703180059",0.537593985,1951.18439986
"1703180125",0.558891455,333.668094293
"1703180060",0.5108303249,737.948048956
"1703182089",0.6842105263,740.57912597
"1703182003",0.4258555133,1309.36250139
"1703182072",0.6270833333,1070.82424466
"1703182059",0.6295620438,612.595014929
"1703182050",0.6483790524,441.625032126
"1703182011",0.6613333333,332.303534882
"1703182004",0.6040268456,108.658930807
"1703183076",0.6408668731,1928.13180702
"1703183013",0.6174298375,1582.05220297
"1703183014",0.5952813067,524.508276814
"1703183067",0.4491869919,1632.00573876
"1703183060",0.6449275362,448.95430391
"1703183015",0.6387959866,577.205211266
"1703183035",0.6777003484,1145.52536395
"1703186018",0.3964757709,1396.57176316
"1703186028",0.4367346939,2875.62379366
"1703186031",0.4699029126,1909.18706198
"1703186019",0.4756554307,4362.17462657
"1703186008",0.4895287958,3781.41331237
"1703186053",0.4379391101,4004.67370352
"1703187091",0.4246153846,4395.22224651
"1703193012",0.6315789474,6545.47493972
"1703193028",0.5978062157,7129.29335446
"1703187081",0.4861878453,4794.22446576
"1703187063",0.572027972,4075.9996244
"1703187078",0.4785714286,1972.64833712
"1703189110",0.8993055556,1282.40644932
"1703189052",0.9825072886,284.118814032
"1703189047",0.9923371648,213.944815547
"1703189048",0.996031746,243.705055193
"1703189049",0.9882697947,95.3297591398
"1703189014",0.7125890736,716.608068821
"1703189145",0.7269736842,12.2999670959
"1703189019",0.9887323944,105.325442774
"1703190045",0.8235294118,352.913001698
"1703190006",0.792147806,516.858279836
"1703190031",0.6501706485,612.782056842
"1703190049",0.8521400778,401.354923444
"1703190002",0.7607052897,14.9709226812
"1703190012",0.8371385084,59.581441657
"1703190025",0.8081180812,28.5503155825
"1703193032",0.5805471125,3666.64788808
"1703193033",0.5858585859,2826.12202972
"1703193086",0.7203647416,2033.5144148
"1703193022",0.7552238806,1991.55526074
"1703193058",0.6758409786,3587.68245789
"1703193025",0.5816993464,5458.96731159
"1703193026",0.6383561644,4830.06490664
"1703195015",0.9634408602,180.690534126
"1703195022",0.9784688995,172.564485911
"1703195132",0.975308642,326.420989394
"1703195016",0.5070921986,745.968639722
"1703195080",0.6,884.062699883
"1703195017",0.7923076923,649.682232932
"1703195128",0.7104377104,113.620625396
"1703195066",0.5322033898,613.48983715
"1703195018",0.5323076923,797.513506282
"1703195075",0.5069860279,534.428800621
"1703195180",0,547.885632837
"1703195071",0.5393586006,309.892146919
"1703196015",0.5233082707,390.181054468
"1703196019",0.5374800638,1178.07776225
"1703196004",0.5795107034,1591.83545954
"1703196022",0.616969697,266.240578034
"1703196005",0.6660516605,317.267818159
"1703196008",0.5708661417,1306.45291541
"1703196036",0.4820717131,1177.24529606
"1703196102",0.5265700483,523.616851813
"1703196014",0.5244755245,380.973781466
"1703197028",0.6550976139,608.925387693
"1703197156",0.884057971,781.680641009
"1703197079",0.5772870662,212.905203585
"1703197054",0.6516853933,22.47351998
"1703197010",0.687150838,246.09252698
"1703197071",0.6226993865,261.710167272
"1703197038",0.6675977654,255.236645164
"1703197069",0.7422434368,61.0580293602
"1703197011",0.6403508772,205.805804552
"1703199402",0.7826086957,550.559203812
"1703199306",0.6997167139,226.329590392
"1703199405",0.7645502646,85.9863972666
"1703199403",0.7291066282,900.734824698
"1703118024",0.9935064935,517.656558926
"1703199602",0.8027027027,1525.004758
"1703199401",0.7431192661,964.423735368
"1703199501",0.8153526971,1735.53213186
"1703118031",0.9523809524,441.377800785
"1703199504",0.8019169329,1434.58842668
"1703199603",0.8160621762,1418.96198997
"1703179070",0.9824,2222.29220645
"1703179038",0.5317073171,1438.18465902
"1703179042",0.474916388,2524.09208734
"1703179090",0.568452381,2325.54428133
"1703179054",0.625,2814.68519426
"1703179055",0.4956140351,1614.09951856
"1703179069",0.4928716904,1568.5440155
"1703179045",0.5867768595,375.470734164
"1703180069",0.452690167,1357.39927078
"1703180084",0.6,1857.77383806
"1703180062",0.6666666667,1490.87911832
"1703182055",0.6317460317,1036.76161597
"1703180071",0.685483871,1660.11439957
"1703180107",0.6873156342,2308.56683897
"1703196011",0.578125,316.447668923
"1703180065",0.4905263158,244.414054751
"1703182093",0.6405353728,483.621468638
